Start Time:  09-May-17 11:55:53           Time Completed:  09-May-17 12:11:12       Elapsed Time:  00:15:42
Sample ID:     170509, Co-Al A0, 18,5 mg, RT run

Experiment:    C:\IDEASVSM\InduCat\Experiments\hys_c_15000(1_5)_03s_master05\hys_c_15000(1_5)_03s_master05.exp
Data File:     C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.txt
Plot File:     C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.oc2
VSM Exp File:  C:\IDEASVSM\InduCat\Experiments\hys_c_15000(1_5)_03s_master05\hys_c_15000(1_5)_03s_master05.stp
VSM Data File: C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.dat

***DATA***

Field(G)	 Moment(emu)	 Temperature(C)	
-13432.7 	-0.679472 	-270.01 	
-13450.1 	-0.67952 	-270.01 	
-13463.1 	-0.679596 	-270 	
-13478.2 	-0.679634 	-270 	
-13493.7 	-0.67971 	-270.01 	
-13508.1 	-0.679798 	-270.01 	
-13523.6 	-0.679954 	-270.01 	
-13538.5 	-0.680008 	-270.01 	
-13553.2 	-0.680062 	-270.01 	
-13567.9 	-0.680152 	-270.01 	
-13582.8 	-0.68028 	-270.01 	
-13599 	-0.680391 	-270.01 	
-13613.1 	-0.680361 	-270.01 	
-13628.1 	-0.680483 	-270.01 	
-13642.8 	-0.680589 	-270.01 	
-13657.8 	-0.680572 	-270.01 	
-13673.4 	-0.680632 	-270.01 	
-13687.7 	-0.680793 	-270.01 	
-13703.4 	-0.680862 	-270.01 	
-13717.3 	-0.680928 	-270.01 	
-13732.6 	-0.68097 	-270.01 	
-13747.7 	-0.681057 	-270 	
-13762.4 	-0.681202 	-270.01 	
-13778.5 	-0.681227 	-270 	
-13792.8 	-0.681255 	-270.01 	
-13807 	-0.681353 	-270.01 	
-13815 	-0.681413 	-270.01 	
-13829.5 	-0.681536 	-270.01 	
-13852.6 	-0.681551 	-270.01 	
-13866.8 	-0.681571 	-270.01 	
-13881.8 	-0.681783 	-270.01 	
-13896.9 	-0.681786 	-270.01 	
-13912.2 	-0.681962 	-270 	
-13927.5 	-0.682049 	-270 	
-13942.1 	-0.682026 	-270 	
-13957 	-0.682058 	-270.01 	
-13972.4 	-0.682118 	-270.01 	
-13986.8 	-0.682244 	-270.01 	
-14002.3 	-0.682365 	-270.01 	
-14016.2 	-0.682361 	-270.01 	
-14032.2 	-0.682452 	-270.01 	
-14046.8 	-0.682527 	-270.01 	
-14061.1 	-0.682598 	-270.01 	
-14078.1 	-0.682787 	-270 	
-14091.1 	-0.682741 	-270 	
-14106.3 	-0.682851 	-270.01 	
-14122.1 	-0.682939 	-270.01 	
-14135.8 	-0.683004 	-270.01 	
-14152.3 	-0.683137 	-270.01 	
-14165.6 	-0.683101 	-270.01 	
-14181.6 	-0.68327 	-270 	
-14196.4 	-0.683331 	-270 	
-14211.8 	-0.683383 	-270 	
-14225.4 	-0.683462 	-270.01 	
-14240.6 	-0.683523 	-270.01 	
-14255.8 	-0.683491 	-270.01 	
-14271.4 	-0.683576 	-270.01 	
-14285.4 	-0.683759 	-270.01 	
-14301.9 	-0.683753 	-270 	
-14316.1 	-0.683767 	-270 	
-14330.3 	-0.683891 	-270.01 	
-14345.5 	-0.68393 	-270.01 	
-14360.4 	-0.684153 	-270.01 	
-14376.4 	-0.684204 	-270.01 	
-14390.2 	-0.684135 	-270.01 	
-14405.3 	-0.684304 	-270.01 	
-14419.9 	-0.684287 	-270.01 	
-14435.1 	-0.684375 	-270.01 	
-14451.7 	-0.684423 	-270.01 	
-14464.9 	-0.684552 	-270 	
-14480.1 	-0.684583 	-270.01 	
-14494.6 	-0.684637 	-270.01 	
-14510.9 	-0.684771 	-270 	
-14524.7 	-0.684837 	-270.01 	
-14540.3 	-0.684864 	-270 	
-14554.3 	-0.684905 	-270.01 	
-14570.3 	-0.684948 	-270.01 	
-14584.4 	-0.685063 	-270.01 	
-14599.1 	-0.685065 	-270.01 	
-14614.3 	-0.685318 	-270.01 	
-14622.8 	-0.685298 	-270.01 	
-14636.8 	-0.685301 	-270.01 	
-14651.8 	-0.685379 	-270.01 	
-14674.8 	-0.685368 	-270.01 	
-14688.7 	-0.685576 	-270.01 	
-14705 	-0.685581 	-270.01 	
-14718.8 	-0.685692 	-270.01 	
-14734.6 	-0.685755 	-270.01 	
-14748.4 	-0.685756 	-270.01 	
-14764 	-0.685986 	-270.01 	
-14779.7 	-0.686002 	-270.01 	
-14793.6 	-0.686008 	-270.01 	
-14808.8 	-0.686103 	-270.01 	
-14823.7 	-0.686055 	-270.01 	
-14839.2 	-0.686242 	-270 	
-14854.1 	-0.686284 	-270 	
-14868.4 	-0.686375 	-270.01 	
-14883.4 	-0.686355 	-270.01 	
-14897.5 	-0.68645 	-270 	
-14914.1 	-0.68655 	-270.01 	
-14928.7 	-0.686572 	-270.01 	
-14943.4 	-0.686591 	-270.01 	
-14958.1 	-0.686692 	-270.01 	
-14972.7 	-0.686814 	-270.01 	
-14988.6 	-0.686788 	-270.01 	
-14986.8 	-0.68655 	-270.01 	
-14971.8 	-0.686276 	-270 	
-14956.4 	-0.686359 	-270 	
-14943.4 	-0.686237 	-270.01 	
-14926.8 	-0.686229 	-270.01 	
-14912.1 	-0.68635 	-270.01 	
-14897.2 	-0.686213 	-270.01 	
-14880.7 	-0.686289 	-270.01 	
-14866.8 	-0.686174 	-270.01 	
-14852.1 	-0.686156 	-270.01 	
-14836.2 	-0.686166 	-270 	
-14821.5 	-0.686167 	-270.01 	
-14806.6 	-0.685993 	-270.01 	
-14791.8 	-0.686107 	-270.01 	
-14775.1 	-0.686083 	-270 	
-14761.5 	-0.685905 	-270 	
-14745.7 	-0.685917 	-270.01 	
-14731.1 	-0.685854 	-270.01 	
-14715.8 	-0.685859 	-270.01 	
-14700.5 	-0.685717 	-270.01 	
-14685.9 	-0.685741 	-270.01 	
-14670 	-0.685747 	-270.01 	
-14655.3 	-0.685583 	-270.01 	
-14639.8 	-0.685549 	-270.01 	
-14625.3 	-0.685475 	-270.01 	
-14610.7 	-0.685538 	-270.01 	
-14594.4 	-0.685518 	-270.01 	
-14580.4 	-0.685358 	-270 	
-14565.2 	-0.685325 	-270 	
-14549.3 	-0.685315 	-270.01 	
-14534.9 	-0.685272 	-270.01 	
-14524.4 	-0.685296 	-270.01 	
-14511.9 	-0.68519 	-270.01 	
-14497.1 	-0.685042 	-270 	
-14474.5 	-0.685095 	-270.01 	
-14458.8 	-0.684999 	-270 	
-14444.5 	-0.684835 	-270 	
-14429.1 	-0.684843 	-270 	
-14414.3 	-0.684899 	-270 	
-14398.6 	-0.684791 	-270.01 	
-14383.4 	-0.684683 	-270.01 	
-14368.8 	-0.68459 	-270 	
-14354.5 	-0.684631 	-270 	
-14339 	-0.684651 	-270.01 	
-14324 	-0.684508 	-270.01 	
-14307.8 	-0.684445 	-270.01 	
-14293.6 	-0.684397 	-270.01 	
-14279 	-0.684447 	-270.01 	
-14263 	-0.684286 	-270.01 	
-14247.9 	-0.684167 	-270.01 	
-14233.4 	-0.684265 	-270.01 	
-14216.8 	-0.684178 	-270 	
-14203.4 	-0.684029 	-270 	
-14188.1 	-0.683955 	-270.01 	
-14173.2 	-0.68395 	-270.01 	
-14158.1 	-0.68395 	-270.01 	
-14143.3 	-0.683723 	-270.01 	
-14127.2 	-0.683744 	-270.01 	
-14112.1 	-0.683649 	-270.01 	
-14098.4 	-0.683707 	-270.01 	
-14083 	-0.683536 	-270.01 	
-14066.5 	-0.683501 	-270.01 	
-14052.5 	-0.683512 	-270.01 	
-14036.3 	-0.683401 	-270.01 	
-14022.6 	-0.683303 	-270.01 	
-14007.5 	-0.683324 	-270.01 	
-13992.6 	-0.68321 	-270.01 	
-13977.3 	-0.683222 	-270.01 	
-13962 	-0.683084 	-270.01 	
-13947.1 	-0.682983 	-270.01 	
-13932 	-0.683034 	-270.01 	
-13916.5 	-0.68298 	-270 	
-13901.9 	-0.682793 	-270.01 	
-13886.7 	-0.682788 	-270.01 	
-13871.9 	-0.682733 	-270.01 	
-13855.8 	-0.682662 	-270.01 	
-13842.6 	-0.68248 	-270 	
-13826.1 	-0.682523 	-270 	
-13811.5 	-0.682509 	-270 	
-13796.5 	-0.682368 	-270.01 	
-13780.8 	-0.682379 	-270.01 	
-13766 	-0.68219 	-270 	
-13752 	-0.682304 	-270 	
-13735.5 	-0.682356 	-270.01 	
-13721.6 	-0.682085 	-270 	
-13709.7 	-0.682013 	-270.01 	
-13697.3 	-0.681978 	-270.01 	
-13684 	-0.681973 	-270.01 	
-13660.4 	-0.681837 	-270 	
-13646.4 	-0.681737 	-270.01 	
-13630.2 	-0.681814 	-270.01 	
-13615.8 	-0.681737 	-270.01 	
-13600.3 	-0.681524 	-270.01 	
-13585.1 	-0.681492 	-270.01 	
-13571.1 	-0.681438 	-270.01 	
-13555.1 	-0.681471 	-270.01 	
-13541 	-0.681305 	-270.01 	
-13525.9 	-0.681159 	-270.01 	
-13509.9 	-0.681162 	-270.01 	
-13495.3 	-0.6811 	-270.01 	
-13480.2 	-0.680975 	-270.01 	
-13465.5 	-0.680884 	-270.01 	
-13450.3 	-0.680834 	-270.01 	
-13435.3 	-0.680898 	-270.01 	
-13420.2 	-0.680807 	-270.01 	
-13404.2 	-0.68074 	-270.01 	
-13389.9 	-0.680691 	-270.01 	
-13374.8 	-0.680563 	-270.01 	
-13359.9 	-0.680508 	-270.01 	
-13345.1 	-0.680404 	-270.01 	
-13329.9 	-0.680448 	-270.01 	
-13314.5 	-0.68025 	-270.01 	
-13299.3 	-0.680123 	-270 	
-13285.5 	-0.680056 	-270.01 	
-13269.7 	-0.680141 	-270.01 	
-13254.3 	-0.680077 	-270.01 	
-13238.8 	-0.679935 	-270.01 	
-13224.5 	-0.679828 	-270 	
-13210.1 	-0.679641 	-270 	
-13193.3 	-0.679729 	-270.01 	
-13179.4 	-0.679659 	-270 	
-13164.6 	-0.679576 	-270 	
-13148.7 	-0.679634 	-270 	
-13134.4 	-0.679506 	-270.01 	
-13118.6 	-0.679472 	-270 	
-13104.4 	-0.679332 	-270.01 	
-13089.5 	-0.679174 	-270.01 	
-13074.2 	-0.679055 	-270.01 	
-13058.6 	-0.67899 	-270.01 	
-13044.5 	-0.678967 	-270.01 	
-13029.2 	-0.678688 	-270.01 	
-13012.7 	-0.678686 	-270 	
-12999.5 	-0.678744 	-270.01 	
-12982.9 	-0.678626 	-270.01 	
-12969.1 	-0.678555 	-270.01 	
-12954.2 	-0.678597 	-270.01 	
-12938.8 	-0.678668 	-270.01 	
-12923.2 	-0.678455 	-270.01 	
-12908.5 	-0.678252 	-270.01 	
-12893.4 	-0.678278 	-270.01 	
-12878.2 	-0.678215 	-270.01 	
-12863.5 	-0.678225 	-270.01 	
-12855.6 	-0.678135 	-270.01 	
-12841.8 	-0.678039 	-270.01 	
-12821.3 	-0.67787 	-270 	
-12803.1 	-0.677772 	-270.01 	
-12788.2 	-0.677673 	-270 	
-12773.8 	-0.677491 	-270.01 	
-12758.2 	-0.677543 	-270.01 	
-12742.2 	-0.677561 	-270.01 	
-12728.6 	-0.67741 	-270.01 	
-12711.9 	-0.677362 	-270.01 	
-12698.3 	-0.677193 	-270.01 	
-12683.2 	-0.67721 	-270.01 	
-12667.7 	-0.677251 	-270 	
-12654 	-0.676971 	-270.01 	
-12637.2 	-0.67701 	-270.01 	
-12623.4 	-0.676731 	-270.01 	
-12607.3 	-0.676781 	-270.01 	
-12592.6 	-0.676735 	-270.01 	
-12577.8 	-0.676657 	-270.01 	
-12562.2 	-0.676566 	-270.01 	
-12548.2 	-0.676377 	-270.01 	
-12533.3 	-0.676464 	-270.01 	
-12517.1 	-0.676418 	-270.01 	
-12501.7 	-0.676084 	-270.01 	
-12488.2 	-0.676067 	-270.01 	
-12472.2 	-0.676106 	-270.01 	
-12457.8 	-0.676041 	-270.01 	
-12443.1 	-0.675718 	-270.01 	
-12428.3 	-0.675788 	-270.01 	
-12413.5 	-0.675856 	-270.01 	
-12397.4 	-0.67564 	-270.01 	
-12381.6 	-0.675734 	-270.01 	
-12366.7 	-0.6755 	-270.01 	
-12352.4 	-0.675361 	-270.01 	
-12336.9 	-0.675322 	-270.01 	
-12324 	-0.675173 	-270.01 	
-12305.8 	-0.675173 	-270.01 	
-12292.6 	-0.675121 	-270.01 	
-12276.7 	-0.675046 	-270.01 	
-12261.3 	-0.674901 	-270.01 	
-12248.2 	-0.674866 	-270.01 	
-12232.1 	-0.674802 	-270.01 	
-12217.9 	-0.674691 	-270.01 	
-12203.2 	-0.674534 	-270.01 	
-12188.3 	-0.674349 	-270 	
-12172.9 	-0.674392 	-270 	
-12156.1 	-0.674353 	-270.01 	
-12141.3 	-0.674296 	-270.01 	
-12125.7 	-0.67418 	-270 	
-12111.8 	-0.674092 	-270.01 	
-12097.6 	-0.673916 	-270.01 	
-12081 	-0.673946 	-270.01 	
-12066.8 	-0.67395 	-270.01 	
-12053.3 	-0.673849 	-270.01 	
-12043.2 	-0.673944 	-270.01 	
-12028 	-0.67373 	-270 	
-12009.8 	-0.673563 	-270.01 	
-11993.9 	-0.673613 	-270.01 	
-11978.1 	-0.673397 	-270.01 	
-11959.4 	-0.673311 	-270.01 	
-11949.7 	-0.673256 	-270.01 	
-11930.5 	-0.673201 	-270.01 	
-11918.1 	-0.673003 	-270.01 	
-11899.4 	-0.672982 	-270.01 	
-11884.4 	-0.672894 	-270.01 	
-11870.1 	-0.672593 	-270.01 	
-11859.1 	-0.672647 	-270.01 	
-11842.3 	-0.672622 	-270.01 	
-11823.4 	-0.672399 	-270.01 	
-11815.2 	-0.67236 	-270.01 	
-11793.4 	-0.672421 	-270 	
-11781 	-0.672248 	-270 	
-11768.7 	-0.672084 	-270 	
-11750.8 	-0.672108 	-270.01 	
-11735.5 	-0.672024 	-270.01 	
-11720.9 	-0.671942 	-270.01 	
-11705.4 	-0.671961 	-270.01 	
-11693.7 	-0.671713 	-270 	
-11673.2 	-0.671635 	-270 	
-11662.3 	-0.671561 	-270 	
-11645.3 	-0.671496 	-270.01 	
-11632.8 	-0.671304 	-270.01 	
-11616.3 	-0.671278 	-270.01 	
-11600.5 	-0.671216 	-270.01 	
-11585.8 	-0.671149 	-270.01 	
-11574.5 	-0.670954 	-270.01 	
-11554.1 	-0.670932 	-270.01 	
-11540.9 	-0.670761 	-270.01 	
-11525.2 	-0.670879 	-270.01 	
-11515.1 	-0.670651 	-270.01 	
-11493.6 	-0.670719 	-270.01 	
-11483.6 	-0.670415 	-270.01 	
-11462.6 	-0.670306 	-270.01 	
-11452.8 	-0.670204 	-270 	
-11437.8 	-0.670304 	-270.01 	
-11418.3 	-0.670324 	-270.01 	
-11408.1 	-0.670056 	-270.01 	
-11390.7 	-0.670084 	-270.01 	
-11376.3 	-0.669963 	-270 	
-11361.4 	-0.669733 	-270.01 	
-11344.5 	-0.669695 	-270.01 	
-11333.3 	-0.669598 	-270.01 	
-11316.4 	-0.669341 	-270.01 	
-11299.6 	-0.6694 	-270.01 	
-11286.8 	-0.669427 	-270.01 	
-11268.8 	-0.669331 	-270.01 	
-11259.2 	-0.669045 	-270.01 	
-11240 	-0.669007 	-270.01 	
-11224.2 	-0.668946 	-270.01 	
-11211.4 	-0.668723 	-270.01 	
-11203 	-0.668731 	-270.01 	
-11187.2 	-0.668675 	-270.01 	
-11169.7 	-0.668407 	-270.01 	
-11150.9 	-0.668473 	-270.01 	
-11137.8 	-0.668332 	-270.01 	
-11120.3 	-0.668063 	-270.01 	
-11106.9 	-0.668174 	-270.01 	
-11090.3 	-0.668088 	-270.01 	
-11074.6 	-0.667877 	-270.01 	
-11063.2 	-0.667901 	-270.01 	
-11045.7 	-0.667665 	-270.01 	
-11027.8 	-0.667482 	-270.01 	
-11016.1 	-0.66746 	-270.01 	
-11001.3 	-0.667372 	-270.01 	
-10982.4 	-0.667275 	-270.01 	
-10973.8 	-0.667179 	-270.01 	
-10956.6 	-0.667031 	-270.01 	
-10940 	-0.667189 	-270.01 	
-10923.6 	-0.667018 	-270.01 	
-10912 	-0.666734 	-270 	
-10893.4 	-0.66663 	-270.01 	
-10882.4 	-0.66677 	-270.01 	
-10866 	-0.666555 	-270.01 	
-10853.5 	-0.666369 	-270.01 	
-10837.7 	-0.666427 	-270.01 	
-10819.9 	-0.66623 	-270.01 	
-10807.6 	-0.666101 	-270.01 	
-10791.3 	-0.666004 	-270.01 	
-10779.9 	-0.665998 	-270.01 	
-10764.1 	-0.665845 	-270.01 	
-10748 	-0.665668 	-270.01 	
-10729.9 	-0.665723 	-270.01 	
-10715.5 	-0.66559 	-270.01 	
-10705.4 	-0.665456 	-270.01 	
-10689.1 	-0.665242 	-270.01 	
-10673.3 	-0.665323 	-270.01 	
-10658 	-0.665315 	-270.01 	
-10637.6 	-0.664953 	-270.01 	
-10629.4 	-0.664846 	-270.01 	
-10609.3 	-0.664885 	-270.01 	
-10593.5 	-0.664859 	-270.01 	
-10578.8 	-0.664632 	-270.01 	
-10567.1 	-0.664506 	-270.01 	
-10547.9 	-0.66438 	-270.01 	
-10533.1 	-0.664308 	-270.01 	
-10517.6 	-0.664199 	-270.01 	
-10503.7 	-0.663982 	-270.01 	
-10486.8 	-0.663879 	-270.01 	
-10473.2 	-0.663657 	-270.01 	
-10458.4 	-0.663813 	-270.01 	
-10445 	-0.663801 	-270.01 	
-10434.2 	-0.663668 	-270.01 	
-10419.6 	-0.663509 	-270.01 	
-10402.6 	-0.663282 	-270.01 	
-10392.6 	-0.663216 	-270 	
-10375.3 	-0.663237 	-270.01 	
-10358.6 	-0.663109 	-270.01 	
-10344.4 	-0.663025 	-270.01 	
-10322.9 	-0.662717 	-270.01 	
-10310.7 	-0.662754 	-270 	
-10297.1 	-0.662649 	-270 	
-10279 	-0.662596 	-270.01 	
-10262.3 	-0.662349 	-270.01 	
-10251.8 	-0.662297 	-270.01 	
-10231.6 	-0.662241 	-270.01 	
-10220.6 	-0.662063 	-270.01 	
-10208.7 	-0.661936 	-270 	
-10194.4 	-0.661757 	-270 	
-10173.9 	-0.661612 	-270 	
-10157.7 	-0.661496 	-270.01 	
-10149.2 	-0.66151 	-270.01 	
-10131.3 	-0.661282 	-270.01 	
-10114.3 	-0.661396 	-270.01 	
-10099.7 	-0.661108 	-270.01 	
-10087.6 	-0.660888 	-270 	
-10073.3 	-0.660836 	-270.01 	
-10056.4 	-0.66097 	-270.01 	
-10040.8 	-0.660853 	-270 	
-10022.5 	-0.660542 	-270.01 	
-10013.3 	-0.660338 	-270.01 	
-9996.32 	-0.660428 	-270.01 	
-9977.11 	-0.660372 	-270.01 	
-9966.04 	-0.660117 	-270.01 	
-9949.08 	-0.659954 	-270.01 	
-9937.64 	-0.659944 	-270.01 	
-9916.69 	-0.659825 	-270.01 	
-9901.42 	-0.659765 	-270.01 	
-9892.02 	-0.659609 	-270.01 	
-9872.33 	-0.65953 	-270.01 	
-9863.46 	-0.659434 	-270.01 	
-9846.42 	-0.659217 	-270.01 	
-9827.68 	-0.659191 	-270.01 	
-9817.12 	-0.659159 	-270.01 	
-9800.24 	-0.658793 	-270.01 	
-9785.85 	-0.658732 	-270.01 	
-9769.88 	-0.658659 	-270 	
-9755.69 	-0.658518 	-270 	
-9737.56 	-0.658368 	-270.01 	
-9727.91 	-0.658206 	-270.01 	
-9708.09 	-0.658096 	-270.01 	
-9694.84 	-0.658049 	-270 	
-9682.51 	-0.657861 	-270 	
-9665.02 	-0.657826 	-270.01 	
-9648.22 	-0.657793 	-270.01 	
-9637.52 	-0.657711 	-270.01 	
-9617.59 	-0.657526 	-270.01 	
-9605.36 	-0.657272 	-270 	
-9591.53 	-0.657286 	-270 	
-9575.12 	-0.657127 	-270 	
-9561.11 	-0.656958 	-270.01 	
-9545.35 	-0.656829 	-270.01 	
-9537.36 	-0.656796 	-270.01 	
-9522.76 	-0.656797 	-270.01 	
-9499.08 	-0.656577 	-270.01 	
-9486.74 	-0.656501 	-270.01 	
-9467.02 	-0.656099 	-270.01 	
-9457.77 	-0.656081 	-270.01 	
-9439.58 	-0.656167 	-270.01 	
-9425.93 	-0.655912 	-270.01 	
-9409.97 	-0.655881 	-270.01 	
-9394.2 	-0.655668 	-270.01 	
-9380.13 	-0.655591 	-270.01 	
-9364.65 	-0.655416 	-270.01 	
-9349.89 	-0.655246 	-270.01 	
-9337.02 	-0.655225 	-270.01 	
-9318.19 	-0.65507 	-270.01 	
-9305.2 	-0.654835 	-270.01 	
-9289.91 	-0.654656 	-270.01 	
-9275.44 	-0.654643 	-270.01 	
-9264.8 	-0.654677 	-270.01 	
-9241.02 	-0.654451 	-270.01 	
-9230.3 	-0.654203 	-270 	
-9216.14 	-0.654227 	-270.01 	
-9201.03 	-0.65418 	-270.01 	
-9183.62 	-0.653766 	-270.01 	
-9174.2 	-0.653605 	-270.01 	
-9150.66 	-0.653787 	-270.01 	
-9143.6 	-0.653513 	-270.01 	
-9121.67 	-0.653282 	-270.01 	
-9116.75 	-0.653308 	-270.01 	
-9090.03 	-0.653345 	-270.01 	
-9082.51 	-0.652915 	-270.01 	
-9062.47 	-0.652937 	-270.01 	
-9052.86 	-0.652768 	-270.01 	
-9034.74 	-0.652767 	-270.01 	
-9017.77 	-0.652505 	-270.01 	
-9005.15 	-0.65241 	-270.01 	
-8994.36 	-0.652283 	-270.01 	
-8973.54 	-0.65221 	-270.01 	
-8957.5 	-0.651876 	-270 	
-8946.51 	-0.651846 	-270.01 	
-8932.98 	-0.651878 	-270.01 	
-8917.88 	-0.65164 	-270.01 	
-8896.41 	-0.651469 	-270.01 	
-8885.78 	-0.651389 	-270.01 	
-8870.32 	-0.651307 	-270.01 	
-8854.26 	-0.650976 	-270.01 	
-8839.05 	-0.650937 	-270 	
-8825.25 	-0.650821 	-270.01 	
-8816.7 	-0.65057 	-270.01 	
-8794.33 	-0.650603 	-270.01 	
-8779.83 	-0.650375 	-270.01 	
-8763.77 	-0.650403 	-270 	
-8749.51 	-0.650052 	-270.01 	
-8736.31 	-0.649899 	-270.01 	
-8726.33 	-0.64994 	-270.01 	
-8717.72 	-0.649883 	-270.01 	
-8690.98 	-0.649628 	-270.01 	
-8675.64 	-0.649506 	-270.01 	
-8658.1 	-0.649372 	-270 	
-8646.36 	-0.649182 	-270.01 	
-8628.87 	-0.648947 	-270.01 	
-8611.66 	-0.648969 	-270.01 	
-8605.66 	-0.648652 	-270.01 	
-8583.02 	-0.648613 	-270.01 	
-8571.05 	-0.648481 	-270.01 	
-8554.08 	-0.648327 	-270.01 	
-8543.38 	-0.648173 	-270.01 	
-8525.44 	-0.648093 	-270.01 	
-8503.96 	-0.647889 	-270.01 	
-8495.54 	-0.64769 	-270.01 	
-8480.37 	-0.647669 	-270.01 	
-8465.55 	-0.64741 	-270.01 	
-8455.19 	-0.647535 	-270.01 	
-8429.08 	-0.647421 	-270.01 	
-8425.37 	-0.647006 	-270.01 	
-8405.98 	-0.646917 	-270.01 	
-8388.46 	-0.646739 	-270.01 	
-8376.28 	-0.646593 	-270.01 	
-8355.7 	-0.646511 	-270.01 	
-8346.81 	-0.646226 	-270.01 	
-8333.7 	-0.646214 	-270.01 	
-8315.83 	-0.646011 	-270.01 	
-8297.62 	-0.645788 	-270.01 	
-8289.8 	-0.645629 	-270.01 	
-8263.25 	-0.645444 	-270.01 	
-8259.11 	-0.645273 	-270 	
-8237.57 	-0.645255 	-270.01 	
-8225.39 	-0.645003 	-270 	
-8214.04 	-0.644944 	-270.01 	
-8189.81 	-0.645002 	-270.01 	
-8182.02 	-0.644768 	-270 	
-8169.75 	-0.644595 	-270.01 	
-8144.07 	-0.644469 	-270.01 	
-8134.63 	-0.644287 	-270 	
-8126.2 	-0.6442 	-270 	
-8104.59 	-0.644029 	-270 	
-8089.1 	-0.643819 	-270 	
-8075.27 	-0.643699 	-270.01 	
-8058.15 	-0.643417 	-270.01 	
-8043.72 	-0.643335 	-270.01 	
-8030.09 	-0.643285 	-270 	
-8015.85 	-0.643049 	-270 	
-8002.67 	-0.64285 	-270.01 	
-7985.11 	-0.642678 	-270.01 	
-7965.49 	-0.64266 	-270.01 	
-7955.77 	-0.642403 	-270.01 	
-7942.81 	-0.642272 	-270.01 	
-7923.34 	-0.642171 	-270.01 	
-7916.94 	-0.641972 	-270.01 	
-7905.4 	-0.641972 	-270.01 	
-7881.81 	-0.641751 	-270.01 	
-7863.72 	-0.64164 	-270.01 	
-7848.92 	-0.641456 	-270.01 	
-7836.49 	-0.641189 	-270.01 	
-7819.67 	-0.641087 	-270.01 	
-7806.41 	-0.64095 	-270.01 	
-7786.37 	-0.64069 	-270.01 	
-7776.48 	-0.640616 	-270 	
-7758.6 	-0.640339 	-270.01 	
-7746.28 	-0.640264 	-270.01 	
-7729.19 	-0.640076 	-270.01 	
-7718.73 	-0.639982 	-270.01 	
-7698.97 	-0.639781 	-270.01 	
-7682.71 	-0.639518 	-270.01 	
-7674.9 	-0.639461 	-270.01 	
-7649.44 	-0.63948 	-270.01 	
-7642.02 	-0.63903 	-270.01 	
-7628.19 	-0.639053 	-270.01 	
-7607.45 	-0.638729 	-270.01 	
-7593.76 	-0.638572 	-270 	
-7585.06 	-0.638279 	-270.01 	
-7561.55 	-0.638379 	-270.01 	
-7552.77 	-0.638156 	-270.01 	
-7533.29 	-0.637976 	-270.01 	
-7521.14 	-0.637815 	-270.01 	
-7502.05 	-0.637682 	-270.01 	
-7491.7 	-0.637558 	-270.01 	
-7477.69 	-0.637259 	-270 	
-7459.2 	-0.637171 	-270.01 	
-7443.01 	-0.636892 	-270.01 	
-7429.24 	-0.636708 	-270.01 	
-7416.18 	-0.636492 	-270.01 	
-7399.35 	-0.636426 	-270.01 	
-7386.69 	-0.636278 	-270 	
-7370.44 	-0.636181 	-270.01 	
-7355.07 	-0.63595 	-270.01 	
-7341.82 	-0.635749 	-270.01 	
-7325.81 	-0.635579 	-270.01 	
-7309.34 	-0.63534 	-270.01 	
-7295.35 	-0.635239 	-270.01 	
-7278.5 	-0.635073 	-270 	
-7264.8 	-0.634887 	-270 	
-7250.99 	-0.634684 	-270.01 	
-7235.04 	-0.634475 	-270.01 	
-7219.58 	-0.634328 	-270.01 	
-7207.76 	-0.634264 	-270.01 	
-7190.45 	-0.634009 	-270.01 	
-7175.3 	-0.633858 	-270.01 	
-7158.25 	-0.63364 	-270.01 	
-7144.74 	-0.633554 	-270.01 	
-7130.74 	-0.633404 	-270.01 	
-7113.62 	-0.633043 	-270.01 	
-7097.88 	-0.632917 	-270.01 	
-7088.65 	-0.632788 	-270.01 	
-7076.62 	-0.632761 	-270.01 	
-7062.6 	-0.632458 	-270.01 	
-7039.81 	-0.632201 	-270.01 	
-7025.52 	-0.631997 	-270.01 	
-7011.7 	-0.631763 	-270.01 	
-6993.99 	-0.63162 	-270.01 	
-6981.19 	-0.631546 	-270.01 	
-6964.82 	-0.631385 	-270 	
-6951.19 	-0.631066 	-270.01 	
-6937.49 	-0.631007 	-270.01 	
-6918.51 	-0.630708 	-270.01 	
-6905.13 	-0.630579 	-270.01 	
-6888.67 	-0.630347 	-270 	
-6878.25 	-0.630256 	-270 	
-6862.83 	-0.630093 	-270.01 	
-6843.04 	-0.629826 	-270 	
-6829.47 	-0.629635 	-270 	
-6816.19 	-0.629481 	-270 	
-6800.77 	-0.629397 	-270.01 	
-6784.22 	-0.629016 	-270.01 	
-6767.93 	-0.628803 	-270.01 	
-6755.49 	-0.628654 	-270 	
-6740.2 	-0.628408 	-270.01 	
-6725.07 	-0.628087 	-270.01 	
