Start Time:  09-May-17 11:55:53           Time Completed:  09-May-17 12:11:12       Elapsed Time:  00:15:42
Sample ID:     170509, Co-Al A0, 18,5 mg, RT run

Experiment:    C:\IDEASVSM\InduCat\Experiments\hys_c_15000(1_5)_03s_master05\hys_c_15000(1_5)_03s_master05.exp
Data File:     C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.txt
Plot File:     C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.oc2
VSM Exp File:  C:\IDEASVSM\InduCat\Experiments\hys_c_15000(1_5)_03s_master05\hys_c_15000(1_5)_03s_master05.stp
VSM Data File: C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.dat

***DATA***

Field(G)	 Moment(emu)	 Temperature(C)	
 6248.24 	 0.621737 	-270.01 	
 6231.45 	 0.621465 	-270.01 	
 6217.19 	 0.62135 	-270.01 	
 6202.39 	 0.621133 	-270.01 	
 6184.47 	 0.620956 	-270.01 	
 6173.32 	 0.620744 	-270.01 	
 6157.63 	 0.620476 	-270.01 	
 6137.78 	 0.620137 	-270.01 	
 6127.24 	 0.61989 	-270 	
 6114.43 	 0.619796 	-270.01 	
 6097 	 0.619659 	-270.01 	
 6080.67 	 0.619327 	-270.01 	
 6070.15 	 0.619084 	-270.01 	
 6051.47 	 0.618849 	-270.01 	
 6033.41 	 0.618563 	-270.01 	
 6019.79 	 0.618336 	-270.01 	
 6005.61 	 0.618174 	-270.01 	
 5992.72 	 0.618002 	-270.01 	
 5980.68 	 0.617802 	-270.01 	
 5969.82 	 0.61768 	-270.01 	
 5951.39 	 0.617346 	-270.01 	
 5938.07 	 0.617074 	-270.01 	
 5914.11 	 0.616813 	-270 	
 5905.28 	 0.616572 	-270 	
 5885.63 	 0.616515 	-270.01 	
 5870.9 	 0.616072 	-270.01 	
 5856.28 	 0.615763 	-270.01 	
 5839.93 	 0.615584 	-270.01 	
 5831.53 	 0.615507 	-270.01 	
 5808.17 	 0.615162 	-270 	
 5800.37 	 0.614894 	-270 	
 5781.52 	 0.614619 	-270.01 	
 5767.51 	 0.614509 	-270.01 	
 5752.94 	 0.614197 	-270 	
 5733.56 	 0.613884 	-270.01 	
 5723.13 	 0.613722 	-270.01 	
 5708.82 	 0.613581 	-270 	
 5690.3 	 0.613352 	-270 	
 5677.32 	 0.613047 	-270.01 	
 5663.09 	 0.612893 	-270.01 	
 5648.51 	 0.612619 	-270.01 	
 5632.11 	 0.6123 	-270.01 	
 5614.22 	 0.61203 	-270.01 	
 5602.06 	 0.611726 	-270 	
 5589.2 	 0.611582 	-270 	
 5571.28 	 0.611277 	-270.01 	
 5556.77 	 0.611046 	-270.01 	
 5541.9 	 0.61088 	-270.01 	
 5527.15 	 0.610584 	-270.01 	
 5511.99 	 0.610298 	-270.01 	
 5500.63 	 0.610145 	-270.01 	
 5477.03 	 0.609831 	-270 	
 5467 	 0.609405 	-270.01 	
 5453.92 	 0.609252 	-270.01 	
 5436.53 	 0.609083 	-270.01 	
 5423.11 	 0.608712 	-270 	
 5409.87 	 0.608526 	-270.01 	
 5389.06 	 0.608261 	-270.01 	
 5377.77 	 0.608025 	-270 	
 5364.7 	 0.607822 	-270.01 	
 5346.37 	 0.607441 	-270.01 	
 5333.06 	 0.607092 	-270.01 	
 5317.03 	 0.606838 	-270.01 	
 5298.6 	 0.606649 	-270.01 	
 5289.15 	 0.606389 	-270.01 	
 5272.99 	 0.606192 	-270.01 	
 5257.23 	 0.60574 	-270.01 	
 5243.25 	 0.605482 	-270.01 	
 5224.51 	 0.605152 	-270.01 	
 5214.75 	 0.604971 	-270.01 	
 5195.28 	 0.604656 	-270 	
 5184.9 	 0.60423 	-270.01 	
 5165.08 	 0.604147 	-270 	
 5155.73 	 0.603832 	-270 	
 5136.1 	 0.603744 	-270 	
 5126.66 	 0.603501 	-270.01 	
 5116.91 	 0.603068 	-270.01 	
 5096.34 	 0.60285 	-270.01 	
 5075.86 	 0.602455 	-270.01 	
 5064.79 	 0.602151 	-270 	
 5046.6 	 0.601879 	-270.01 	
 5032.32 	 0.601489 	-270.01 	
 5016.93 	 0.601221 	-270 	
 5002.61 	 0.600969 	-270 	
 4988.96 	 0.600747 	-270.01 	
 4968.42 	 0.600486 	-270.01 	
 4959.78 	 0.599997 	-270.01 	
 4941.13 	 0.599809 	-270.01 	
 4931.28 	 0.599494 	-270 	
 4909.62 	 0.599251 	-270.01 	
 4899.68 	 0.598849 	-270.01 	
 4882.7 	 0.598657 	-270.01 	
 4864.01 	 0.598283 	-270 	
 4853.67 	 0.598094 	-270 	
 4838.59 	 0.597714 	-270 	
 4819.98 	 0.597328 	-270.01 	
 4810.07 	 0.597025 	-270.01 	
 4793.25 	 0.596818 	-270.01 	
 4774.95 	 0.596321 	-270 	
 4763.86 	 0.596019 	-270.01 	
 4745.33 	 0.595763 	-270.01 	
 4733.59 	 0.595481 	-270.01 	
 4717.96 	 0.595202 	-270.01 	
 4704.59 	 0.594736 	-270.01 	
 4686.78 	 0.594409 	-270 	
 4672.02 	 0.594101 	-270.01 	
 4656.54 	 0.593798 	-270.01 	
 4643.49 	 0.593447 	-270 	
 4626.21 	 0.593067 	-270 	
 4612.91 	 0.592705 	-270.01 	
 4595.77 	 0.592466 	-270.01 	
 4585.53 	 0.592237 	-270.01 	
 4566.83 	 0.59185 	-270.01 	
 4552.56 	 0.591512 	-270.01 	
 4537.43 	 0.591257 	-270.01 	
 4522.98 	 0.590823 	-270.01 	
 4506.85 	 0.590411 	-270.01 	
 4492.38 	 0.590051 	-270.01 	
 4476.73 	 0.589947 	-270.01 	
 4464.34 	 0.589468 	-270.01 	
 4447.94 	 0.589131 	-270.01 	
 4432.13 	 0.588724 	-270.01 	
 4418.26 	 0.588333 	-270.01 	
 4400.53 	 0.588017 	-270.01 	
 4389.91 	 0.587643 	-270.01 	
 4371.78 	 0.58724 	-270.01 	
 4359.12 	 0.586834 	-270.01 	
 4341.67 	 0.586528 	-270.01 	
 4326.89 	 0.586171 	-270.01 	
 4319.26 	 0.586077 	-270 	
 4304.73 	 0.585746 	-270 	
 4285.74 	 0.585259 	-270 	
 4269.31 	 0.584786 	-270 	
 4249.04 	 0.584426 	-270.01 	
 4239.76 	 0.583917 	-270.01 	
 4222.9 	 0.58363 	-270.01 	
 4207.38 	 0.583221 	-270.01 	
 4191.3 	 0.582861 	-270.01 	
 4179.12 	 0.582426 	-270.01 	
 4163.38 	 0.582174 	-270.01 	
 4149.62 	 0.581662 	-270.01 	
 4132.04 	 0.581241 	-270.01 	
 4119.39 	 0.580885 	-270.01 	
 4102.02 	 0.580626 	-270 	
 4088.23 	 0.580189 	-270.01 	
 4072.76 	 0.579752 	-270.01 	
 4058.4 	 0.57927 	-270.01 	
 4041.63 	 0.578867 	-270.01 	
 4027.66 	 0.578606 	-270.01 	
 4010.85 	 0.57807 	-270.01 	
 4000.31 	 0.577743 	-270.01 	
 3982.57 	 0.577362 	-270.01 	
 3966.98 	 0.576945 	-270.01 	
 3955.18 	 0.576549 	-270.01 	
 3936.08 	 0.576081 	-270 	
 3923.06 	 0.575586 	-270.01 	
 3907.4 	 0.575381 	-270.01 	
 3893.59 	 0.574938 	-270 	
 3880.22 	 0.574473 	-270 	
 3862.26 	 0.573908 	-270 	
 3847.16 	 0.573444 	-270 	
 3832.83 	 0.573116 	-270 	
 3815.57 	 0.572708 	-270 	
 3804.34 	 0.572186 	-270.01 	
 3787.58 	 0.571882 	-270.01 	
 3771.07 	 0.571179 	-270.01 	
 3761.18 	 0.570875 	-270 	
 3742.58 	 0.570405 	-270.01 	
 3727.22 	 0.569907 	-270.01 	
 3712.34 	 0.569511 	-270.01 	
 3700.89 	 0.569101 	-270.01 	
 3680.03 	 0.568774 	-270.01 	
 3669.57 	 0.568284 	-270.01 	
 3651.59 	 0.567801 	-270.01 	
 3641 	 0.567413 	-270.01 	
 3622.29 	 0.566882 	-270.01 	
 3606.85 	 0.56634 	-270.01 	
 3593.52 	 0.565904 	-270.01 	
 3580.51 	 0.565497 	-270.01 	
 3559.25 	 0.565045 	-270.01 	
 3550.79 	 0.564466 	-270.01 	
 3529.68 	 0.5641 	-270 	
 3519.69 	 0.563546 	-270.01 	
 3502.12 	 0.563085 	-270.01 	
 3491.62 	 0.562755 	-270.01 	
 3479.16 	 0.562484 	-270.01 	
 3466.04 	 0.561811 	-270.01 	
 3447.08 	 0.561149 	-270.01 	
 3429.26 	 0.560605 	-270.01 	
 3411.49 	 0.560085 	-270.01 	
 3397.78 	 0.559456 	-270.01 	
 3382.78 	 0.559058 	-270.01 	
 3369.01 	 0.55859 	-270.01 	
 3353.22 	 0.558023 	-270 	
 3337.27 	 0.557613 	-270.01 	
 3323.61 	 0.557057 	-270.01 	
 3308.29 	 0.556478 	-270.01 	
 3296.06 	 0.555922 	-270.01 	
 3275.55 	 0.555365 	-270.01 	
 3266.21 	 0.554775 	-270.01 	
 3245.99 	 0.554299 	-270.01 	
 3232.74 	 0.553777 	-270.01 	
 3219.64 	 0.553241 	-270.01 	
 3202.25 	 0.552818 	-270 	
 3188.47 	 0.552139 	-270.01 	
 3173.84 	 0.551627 	-270.01 	
 3156.55 	 0.551212 	-270.01 	
 3145.03 	 0.550494 	-270.01 	
 3128.58 	 0.549808 	-270.01 	
 3110.42 	 0.5492 	-270.01 	
 3101.25 	 0.548692 	-270.01 	
 3082.98 	 0.548186 	-270.01 	
 3066.12 	 0.547459 	-270.01 	
 3054.03 	 0.546957 	-270.01 	
 3037.1 	 0.546431 	-270 	
 3023.81 	 0.545789 	-270 	
 3010.15 	 0.545387 	-270.01 	
 2995.13 	 0.54476 	-270.01 	
 2977.25 	 0.543989 	-270.01 	
 2961.84 	 0.543438 	-270.01 	
 2951.86 	 0.542804 	-270 	
 2930.02 	 0.542224 	-270.01 	
 2919.75 	 0.541545 	-270.01 	
 2905.69 	 0.541217 	-270.01 	
 2884.65 	 0.540408 	-270 	
 2876.88 	 0.539717 	-270.01 	
 2858.67 	 0.539203 	-270.01 	
 2843.93 	 0.538319 	-270.01 	
 2824.67 	 0.537678 	-270.01 	
 2814.46 	 0.537225 	-270.01 	
 2799.52 	 0.536612 	-270.01 	
 2780.83 	 0.535942 	-270.01 	
 2770.95 	 0.535197 	-270.01 	
 2752.8 	 0.534591 	-270.01 	
 2739.36 	 0.533831 	-270.01 	
 2721.18 	 0.532991 	-270.01 	
 2712.4 	 0.532556 	-270.01 	
 2693.48 	 0.531909 	-270 	
 2681.12 	 0.531268 	-270.01 	
 2669.62 	 0.530566 	-270.01 	
 2657.76 	 0.530043 	-270.01 	
 2630.68 	 0.528847 	-270.01 	
 2619.46 	 0.52827 	-270 	
 2604.15 	 0.527554 	-270.01 	
 2589.88 	 0.526789 	-270.01 	
 2573.98 	 0.526151 	-270.01 	
 2561.09 	 0.525496 	-270.01 	
 2540.55 	 0.524607 	-270.01 	
 2528.44 	 0.523643 	-270.01 	
 2513.38 	 0.523088 	-270 	
 2499.32 	 0.522546 	-270.01 	
 2486.35 	 0.52163 	-270.01 	
 2468.5 	 0.520703 	-270.01 	
 2452.28 	 0.519802 	-270.01 	
 2437.8 	 0.519052 	-270.01 	
 2425.14 	 0.518467 	-270.01 	
 2409.79 	 0.51767 	-270.01 	
 2388.51 	 0.516564 	-270.01 	
 2381.42 	 0.515973 	-270.01 	
 2363.55 	 0.515342 	-270.01 	
 2349.07 	 0.514362 	-270.01 	
 2333.02 	 0.513484 	-270.01 	
 2319.21 	 0.512683 	-270.01 	
 2302.03 	 0.511963 	-270.01 	
 2290.72 	 0.511095 	-270.01 	
 2272.53 	 0.510276 	-270 	
 2257.15 	 0.509181 	-270 	
 2243.96 	 0.508453 	-270.01 	
 2231.3 	 0.507609 	-270.01 	
 2209.46 	 0.506568 	-270.01 	
 2202.72 	 0.505703 	-270 	
 2181.22 	 0.504926 	-270 	
 2171.12 	 0.503796 	-270 	
 2153.81 	 0.50295 	-270.01 	
 2136.92 	 0.502089 	-270.01 	
 2126.48 	 0.501119 	-270 	
 2107.65 	 0.500344 	-270.01 	
 2094.8 	 0.499239 	-270.01 	
 2077.62 	 0.498338 	-270.01 	
 2065.06 	 0.497334 	-270.01 	
 2047.67 	 0.496449 	-270 	
 2035.21 	 0.495448 	-270.01 	
 2018.04 	 0.494422 	-270.01 	
 2004.74 	 0.49333 	-270.01 	
 1988.82 	 0.492347 	-270.01 	
 1975.01 	 0.491402 	-270.01 	
 1956.83 	 0.490365 	-270.01 	
 1946.45 	 0.489415 	-270.01 	
 1926.06 	 0.488315 	-270.01 	
 1913.92 	 0.487058 	-270.01 	
 1898.68 	 0.48608 	-270.01 	
 1885.23 	 0.485033 	-270.01 	
 1867.49 	 0.483963 	-270 	
 1854.33 	 0.482922 	-270.01 	
 1842.74 	 0.481983 	-270.01 	
 1829.68 	 0.481077 	-270.01 	
 1818.36 	 0.480116 	-270.01 	
 1794.63 	 0.478438 	-270.01 	
 1778.25 	 0.477248 	-270.01 	
 1763.34 	 0.476031 	-270.01 	
 1750.22 	 0.474841 	-270.01 	
 1731.88 	 0.473553 	-270.01 	
 1721.41 	 0.472542 	-270.01 	
 1702.53 	 0.471265 	-270.01 	
 1689.85 	 0.47006 	-270.01 	
 1674.06 	 0.468834 	-270.01 	
 1658.78 	 0.46748 	-270.01 	
 1645.24 	 0.466239 	-270.01 	
 1628.05 	 0.46495 	-270.01 	
 1614.55 	 0.463708 	-270.01 	
 1599.1 	 0.462341 	-270.01 	
 1583.06 	 0.460952 	-270 	
 1571.53 	 0.459715 	-270.01 	
 1551.93 	 0.458151 	-270.01 	
 1540.22 	 0.456804 	-270.01 	
 1524.65 	 0.455629 	-270.01 	
 1508.44 	 0.454118 	-270.01 	
 1494.82 	 0.452596 	-270.01 	
 1478.88 	 0.451196 	-270.01 	
 1464.67 	 0.449727 	-270.01 	
 1449.43 	 0.448256 	-270.01 	
 1433.55 	 0.446788 	-270.01 	
 1419.98 	 0.445559 	-270.01 	
 1404.27 	 0.443932 	-270.01 	
 1388.65 	 0.442181 	-270 	
 1375.59 	 0.440751 	-270 	
 1358.06 	 0.438992 	-270.01 	
 1343.85 	 0.437566 	-270.01 	
 1329.58 	 0.436075 	-270.01 	
 1313.97 	 0.43406 	-270 	
 1300.34 	 0.43263 	-270 	
 1283.96 	 0.43097 	-270.01 	
 1269.03 	 0.429065 	-270.01 	
 1254.69 	 0.427591 	-270.01 	
 1239.98 	 0.425869 	-270.01 	
 1225.05 	 0.424058 	-270.01 	
 1206.5 	 0.42197 	-270.01 	
 1195.61 	 0.420249 	-270 	
 1177.51 	 0.418439 	-270.01 	
 1166.87 	 0.41671 	-270.01 	
 1146.66 	 0.414802 	-270.01 	
 1136.69 	 0.412834 	-270.01 	
 1119.31 	 0.411146 	-270 	
 1103.02 	 0.408605 	-270.01 	
 1090.32 	 0.406869 	-270.01 	
 1076.73 	 0.404941 	-270.01 	
 1055.7 	 0.402454 	-270.01 	
 1046.01 	 0.400648 	-270.01 	
 1033.95 	 0.399364 	-270 	
 1022.27 	 0.397523 	-270 	
 1008.21 	 0.395372 	-270 	
 981.017 	 0.391899 	-270 	
 971.073 	 0.389659 	-270 	
 952.375 	 0.387522 	-270.01 	
 940.096 	 0.385176 	-270 	
 925.006 	 0.382888 	-270 	
 909.164 	 0.380321 	-270 	
 894.706 	 0.37807 	-270 	
 879.821 	 0.375553 	-270.01 	
 863.388 	 0.372997 	-270.01 	
 850.572 	 0.37034 	-270.01 	
 834.453 	 0.367649 	-270.01 	
 820.227 	 0.365225 	-270.01 	
 804.98 	 0.362601 	-270.01 	
 787.722 	 0.359698 	-270.01 	
 773.961 	 0.356817 	-270.01 	
 759.716 	 0.354014 	-270.01 	
 745.336 	 0.351439 	-270.01 	
 729.604 	 0.348445 	-270 	
 713.746 	 0.345363 	-270 	
 699.643 	 0.342568 	-270.01 	
 684.481 	 0.339398 	-270.01 	
 670.5 	 0.336055 	-270.01 	
 653.702 	 0.332755 	-270 	
 641.689 	 0.330004 	-270.01 	
 624.227 	 0.326418 	-270.01 	
 610.292 	 0.323143 	-270.01 	
 595.321 	 0.31955 	-270.01 	
 579.544 	 0.316086 	-270 	
 564.426 	 0.312497 	-270.01 	
 550.421 	 0.309126 	-270.01 	
 534.435 	 0.304965 	-270.01 	
 520.006 	 0.30119 	-270.01 	
 505.398 	 0.297667 	-270.01 	
 489.575 	 0.293673 	-270.01 	
 473.703 	 0.289355 	-270.01 	
 459.931 	 0.285065 	-270.01 	
 442.773 	 0.281081 	-270.01 	
 430.297 	 0.276818 	-270 	
 416.525 	 0.272695 	-270 	
 398.551 	 0.267868 	-270.01 	
 387.577 	 0.263887 	-270.01 	
 368.034 	 0.259096 	-270 	
 355.205 	 0.253666 	-270 	
 340.351 	 0.2495 	-270 	
 324.534 	 0.244221 	-270.01 	
 310.104 	 0.239581 	-270.01 	
 294.737 	 0.234308 	-270.01 	
 278.967 	 0.228571 	-270.01 	
 264.735 	 0.223244 	-270.01 	
 250.534 	 0.218253 	-270.01 	
 234.545 	 0.212262 	-270.01 	
 219.846 	 0.206675 	-270.01 	
 204.383 	 0.200913 	-270 	
 194.002 	 0.196591 	-270.01 	
 182.101 	 0.192012 	-270.01 	
 167.588 	 0.185669 	-270.01 	
 145.931 	 0.176808 	-270 	
 129.366 	 0.170141 	-270.01 	
 115.556 	 0.163518 	-270 	
 100.16 	 0.157183 	-270 	
 84.8144 	 0.150384 	-270 	
 70.4204 	 0.14449 	-270.01 	
 54.4501 	 0.137685 	-270.01 	
 39.7058 	 0.130192 	-270 	
 25.1142 	 0.124365 	-270.01 	
 9.71425 	 0.117269 	-270.01 	
-3.92418 	 0.110516 	-270.01 	
-19.1481 	 0.104661 	-270.01 	
-36.4534 	 0.0978835 	-270.01 	
-48.4502 	 0.0917971 	-270.01 	
-65.4273 	 0.0857327 	-270.01 	
-80.3278 	 0.0791115 	-270.01 	
-93.9652 	 0.0736105 	-270.01 	
-111.396 	 0.0671903 	-270.01 	
-124.67 	 0.0613469 	-270.01 	
-140.042 	 0.0558862 	-270.01 	
-155.118 	 0.0501332 	-270.01 	
-170.135 	 0.0445736 	-270.01 	
-184.577 	 0.0390905 	-270.01 	
-199.711 	 0.0338878 	-270.01 	
-216.082 	 0.028212 	-270.01 	
-230.573 	 0.0227485 	-270.01 	
-244.66 	 0.0179519 	-270.01 	
-259.318 	 0.0129157 	-270.01 	
-274.663 	 0.00798811 	-270.01 	
-291.29 	 0.00266525 	-270.01 	
-304.99 	-0.00224504 	-270.01 	
-318.142 	-0.00681634 	-270.01 	
-336.418 	-0.011611 	-270.01 	
-349.009 	-0.016188 	-270.01 	
-364.934 	-0.020736 	-270.01 	
-379.821 	-0.0257113 	-270 	
-394.506 	-0.0301752 	-270 	
-409.662 	-0.0344993 	-270 	
-423.924 	-0.0392837 	-270 	
-440.16 	-0.043468 	-270.01 	
-455.699 	-0.0481274 	-270.01 	
-468.136 	-0.0523782 	-270.01 	
-485.837 	-0.0566756 	-270 	
-498.517 	-0.0606894 	-270 	
-514.887 	-0.0649953 	-270.01 	
-530.39 	-0.069853 	-270.01 	
-543.939 	-0.0733792 	-270.01 	
-559.338 	-0.0772908 	-270.01 	
-574.001 	-0.0814688 	-270.01 	
-589.854 	-0.0855031 	-270.01 	
-606.171 	-0.090317 	-270.01 	
-619.103 	-0.094066 	-270.01 	
-631.672 	-0.0967927 	-270.01 	
-641.818 	-0.0998131 	-270 	
-657.146 	-0.103783 	-270.01 	
-680.109 	-0.110134 	-270.01 	
-693.109 	-0.113921 	-270.01 	
-709.919 	-0.117844 	-270.01 	
-724.874 	-0.121659 	-270.01 	
-739.352 	-0.125887 	-270.01 	
-756.558 	-0.130062 	-270.01 	
-768.404 	-0.133328 	-270.01 	
-785.007 	-0.137501 	-270 	
-798.407 	-0.141099 	-270.01 	
-814.162 	-0.145144 	-270.01 	
-830.128 	-0.149273 	-270.01 	
-844.961 	-0.152789 	-270.01 	
-860.536 	-0.156856 	-270.01 	
-874.673 	-0.160741 	-270.01 	
-888.671 	-0.164248 	-270.01 	
-904.156 	-0.168123 	-270.01 	
-920.005 	-0.172169 	-270.01 	
-934.384 	-0.175605 	-270.01 	
-949.891 	-0.179669 	-270.01 	
-963.539 	-0.183437 	-270 	
-978.705 	-0.18717 	-270.01 	
-996.045 	-0.190814 	-270.01 	
-1008.56 	-0.194545 	-270.01 	
-1024.87 	-0.198571 	-270.01 	
-1038.72 	-0.202083 	-270 	
-1054.26 	-0.205648 	-270.01 	
-1070.25 	-0.209779 	-270.01 	
-1083.41 	-0.213293 	-270.01 	
-1101.01 	-0.21694 	-270.01 	
-1113.5 	-0.220593 	-270.01 	
-1129.17 	-0.224213 	-270 	
-1144.68 	-0.228354 	-270.01 	
-1157.88 	-0.231418 	-270.01 	
-1176.27 	-0.23499 	-270.01 	
-1187.64 	-0.239046 	-270.01 	
-1204.09 	-0.242492 	-270.01 	
-1219.51 	-0.245907 	-270.01 	
-1234.42 	-0.249652 	-270.01 	
-1248.23 	-0.253034 	-270.01 	
-1265.25 	-0.25682 	-270.01 	
-1278.74 	-0.260278 	-270.01 	
-1293.12 	-0.263722 	-270.01 	
-1311.28 	-0.267902 	-270 	
-1323.2 	-0.270867 	-270.01 	
-1341.72 	-0.274636 	-270.01 	
-1353.1 	-0.277756 	-270.01 	
-1368.94 	-0.280957 	-270.01 	
-1384.65 	-0.284768 	-270.01 	
-1398.44 	-0.287943 	-270.01 	
-1414.2 	-0.29108 	-270.01 	
-1428.75 	-0.294261 	-270.01 	
-1445.43 	-0.297791 	-270.01 	
-1458.13 	-0.301121 	-270.01 	
-1472.87 	-0.303717 	-270.01 	
-1480.62 	-0.306096 	-270.01 	
-1497.37 	-0.309254 	-270.01 	
-1518.61 	-0.31388 	-270.01 	
-1535.72 	-0.317202 	-270.01 	
-1548.35 	-0.320418 	-270.01 	
-1564.38 	-0.323557 	-270.01 	
-1579.09 	-0.326749 	-270.01 	
-1594.92 	-0.329886 	-270.01 	
-1608.56 	-0.332777 	-270.01 	
-1623.59 	-0.335837 	-270 	
-1639.5 	-0.338997 	-270.01 	
-1654.14 	-0.341919 	-270.01 	
-1668.7 	-0.344905 	-270.01 	
-1684.95 	-0.347828 	-270.01 	
-1698.5 	-0.350649 	-270.01 	
-1714.73 	-0.353745 	-270.01 	
-1730.77 	-0.356328 	-270.01 	
-1742.84 	-0.359311 	-270.01 	
-1758.4 	-0.361933 	-270.01 	
-1775.51 	-0.365 	-270.01 	
-1788.34 	-0.367632 	-270.01 	
-1805.1 	-0.370262 	-270.01 	
-1817.23 	-0.372971 	-270.01 	
-1835.92 	-0.375806 	-270.01 	
-1848.91 	-0.378437 	-270.01 	
-1863.1 	-0.380985 	-270.01 	
-1880.58 	-0.383657 	-270.01 	
-1892.64 	-0.386183 	-270.01 	
-1909.03 	-0.388709 	-270.01 	
-1924.65 	-0.391402 	-270 	
-1939.02 	-0.393769 	-270.01 	
-1952.1 	-0.3962 	-270 	
-1969.55 	-0.39865 	-270.01 	
-1983.83 	-0.401185 	-270.01 	
-1999 	-0.403764 	-270.01 	
-2013.27 	-0.406023 	-270.01 	
-2029.35 	-0.408475 	-270.01 	
-2044.52 	-0.410865 	-270.01 	
-2058.02 	-0.412994 	-270.01 	
-2075.77 	-0.415413 	-270.01 	
-2087.77 	-0.417665 	-270.01 	
-2104.51 	-0.4199 	-270.01 	
-2118.63 	-0.421923 	-270.01 	
-2133.21 	-0.423965 	-270 	
-2151.75 	-0.426685 	-270.01 	
-2162.93 	-0.428581 	-270.01 	
-2177.91 	-0.43052 	-270 	
-2194.53 	-0.432687 	-270.01 	
-2210.1 	-0.434941 	-270.01 	
-2222.99 	-0.436853 	-270.01 	
-2239.13 	-0.438763 	-270.01 	
-2253.65 	-0.440856 	-270.01 	
-2268.21 	-0.44303 	-270.01 	
-2283.74 	-0.444873 	-270.01 	
-2290.75 	-0.445846 	-270.01 	
-2305.29 	-0.447572 	-270.01 	
-2325.65 	-0.450027 	-270 	
-2344.48 	-0.452525 	-270 	
-2358.17 	-0.454192 	-270.01 	
-2373.4 	-0.456159 	-270.01 	
-2388.23 	-0.457828 	-270.01 	
-2404.84 	-0.459743 	-270.01 	
-2418.52 	-0.461446 	-270.01 	
-2435.09 	-0.463452 	-270.01 	
-2449.25 	-0.464964 	-270.01 	
-2461.39 	-0.466471 	-270.01 	
-2479.58 	-0.468419 	-270.01 	
-2494.03 	-0.470128 	-270.01 	
-2509.52 	-0.471742 	-270.01 	
-2522.47 	-0.473362 	-270.01 	
-2539 	-0.474845 	-270.01 	
-2555.43 	-0.476576 	-270 	
-2567.48 	-0.478102 	-270 	
-2583.37 	-0.479506 	-270.01 	
-2600.4 	-0.481273 	-270.01 	
-2613.02 	-0.482601 	-270.01 	
-2629.89 	-0.484162 	-270.01 	
-2642.18 	-0.485586 	-270.01 	
-2658.81 	-0.486926 	-270.01 	
-2672.84 	-0.488585 	-270.01 	
-2688.23 	-0.489948 	-270 	
-2704.11 	-0.491302 	-270 	
-2719.73 	-0.492764 	-270.01 	
-2732.42 	-0.494137 	-270 	
-2749.3 	-0.495514 	-270.01 	
-2764.41 	-0.497002 	-270.01 	
-2776.74 	-0.498144 	-270.01 	
-2794.12 	-0.499523 	-270.01 	
-2809.62 	-0.500898 	-270.01 	
-2823.18 	-0.502039 	-270.01 	
-2838.76 	-0.503362 	-270.01 	
-2852.35 	-0.504594 	-270.01 	
-2869.09 	-0.50583 	-270.01 	
-2883.17 	-0.507052 	-270.01 	
-2897.83 	-0.508241 	-270.01 	
-2913.68 	-0.509515 	-270.01 	
-2928.39 	-0.510618 	-270.01 	
-2943.87 	-0.511804 	-270.01 	
-2957.73 	-0.512996 	-270.01 	
-2972.94 	-0.514123 	-270.01 	
-2988.86 	-0.515202 	-270 	
-3003.29 	-0.51636 	-270 	
-3017.23 	-0.517427 	-270.01 	
-3035.31 	-0.518721 	-270.01 	
-3046.11 	-0.519505 	-270.01 	
-3065.03 	-0.520685 	-270 	
-3077.2 	-0.521719 	-270.01 	
-3088.12 	-0.522435 	-270.01 	
-3101.79 	-0.523391 	-270.01 	
-3115.05 	-0.524383 	-270.01 	
-3139.32 	-0.525835 	-270.01 	
-3152.89 	-0.526891 	-270 	
-3167.65 	-0.527914 	-270.01 	
-3185.45 	-0.528814 	-270.01 	
-3198.03 	-0.529789 	-270.01 	
-3213.86 	-0.530774 	-270 	
-3228.43 	-0.531658 	-270.01 	
-3242.63 	-0.532525 	-270.01 	
-3259.87 	-0.533573 	-270.01 	
-3273.31 	-0.534457 	-270.01 	
-3288.22 	-0.535335 	-270.01 	
-3302.92 	-0.536123 	-270.01 	
-3317.09 	-0.537015 	-270 	
-3333.17 	-0.537888 	-270.01 	
-3350.17 	-0.538784 	-270.01 	
-3360.53 	-0.539605 	-270.01 	
-3378.15 	-0.540414 	-270.01 	
-3393.69 	-0.541245 	-270.01 	
-3406.86 	-0.542085 	-270 	
-3425.14 	-0.542823 	-270.01 	
-3437.66 	-0.543722 	-270.01 	
-3453.59 	-0.544598 	-270.01 	
-3468.59 	-0.545452 	-270.01 	
-3480.92 	-0.546078 	-270.01 	
-3499.67 	-0.546807 	-270.01 	
-3511.96 	-0.547581 	-270.01 	
-3528.95 	-0.548329 	-270.01 	
-3542.21 	-0.549091 	-270.01 	
-3557.81 	-0.549777 	-270.01 	
-3574.72 	-0.55058 	-270.01 	
-3585.81 	-0.551234 	-270.01 	
-3604.24 	-0.551996 	-270.01 	
-3617.15 	-0.552716 	-270.01 	
