Start Time:  08-Mar-17 23:49:20           Time Completed:  08-Mar-17 23:55:53       Elapsed Time:  00:06:48
Sample ID:     170308, MOGV Co-Ni 53,30mg, T-run 1-2

Experiment:    C:\IDEASVSM\InduCat\Experiments\hys_c_300(1)_03s_master06\hys_c_300(1)_03s_master06.exp
Data File:     C:\IDEASVSM\InduCat\170308, MOGV Co-Ni 53,30mg, T-run 1-2 (ProfileData)\170308, MOGV Co-Ni 53,30mg, T-run 1-2#129.txt
Plot File:     C:\IDEASVSM\InduCat\170308, MOGV Co-Ni 53,30mg, T-run 1-2 (ProfileData)\170308, MOGV Co-Ni 53,30mg, T-run 1-2#129.oc2
VSM Exp File:  C:\IDEASVSM\InduCat\Experiments\hys_c_300(1)_03s_master06\hys_c_300(1)_03s_master06.stp
VSM Data File: C:\IDEASVSM\InduCat\170308, MOGV Co-Ni 53,30mg, T-run 1-2 (ProfileData)\170308, MOGV Co-Ni 53,30mg, T-run 1-2#129.dat

***DATA***

Field(G)	 Moment(emu)	 Temperature(C)	
-281.571 	-0.563844 	 550.011 	
-282.511 	-0.565907 	 550.01 	
-283.533 	-0.567826 	 550.01 	
-284.145 	-0.569099 	 550.01 	
-285.193 	-0.571315 	 550.012 	
-286.518 	-0.573794 	 550.011 	
-287.501 	-0.57579 	 550.017 	
-288.481 	-0.577751 	 550.016 	
-289.511 	-0.579774 	 550.015 	
-290.452 	-0.581756 	 550.015 	
-291.453 	-0.5837 	 550.013 	
-292.442 	-0.585768 	 550.008 	
-293.506 	-0.587871 	 550.007 	
-294.453 	-0.589733 	 550.008 	
-295.43 	-0.591662 	 550.011 	
-296.434 	-0.593677 	 550.011 	
-297.488 	-0.595643 	 550.016 	
-298.471 	-0.59758 	 550.016 	
-299.496 	-0.59944 	 550.017 	
-300.059 	-0.601194 	 550.014 	
-299.64 	-0.601947 	 550.013 	
-298.459 	-0.601379 	 550.016 	
-297.422 	-0.600536 	 550.018 	
-296.592 	-0.59962 	 550.016 	
-295.598 	-0.598663 	 550.013 	
-294.525 	-0.597629 	 550.016 	
-293.593 	-0.596543 	 550.012 	
-292.499 	-0.595449 	 550.014 	
-291.567 	-0.59436 	 550.015 	
-290.554 	-0.59319 	 550.011 	
-289.514 	-0.592115 	 550.012 	
-288.478 	-0.590866 	 550.012 	
-287.513 	-0.589754 	 550.017 	
-286.629 	-0.588618 	 550.018 	
-285.562 	-0.587367 	 550.019 	
-284.546 	-0.586262 	 550.02 	
-283.437 	-0.58497 	 550.013 	
-282.467 	-0.583709 	 550.015 	
-281.606 	-0.58255 	 550.016 	
-280.489 	-0.581282 	 550.014 	
-279.587 	-0.580128 	 550.014 	
-278.85 	-0.579199 	 550.016 	
-277.69 	-0.57787 	 550.012 	
-276.47 	-0.576383 	 550.011 	
-275.616 	-0.575274 	 550.018 	
-274.46 	-0.573973 	 550.018 	
-273.507 	-0.572785 	 550.017 	
-272.419 	-0.57147 	 550.016 	
-271.526 	-0.570225 	 550.014 	
-270.474 	-0.569017 	 550.02 	
-269.521 	-0.567796 	 550.021 	
-268.592 	-0.566564 	 550.018 	
-267.469 	-0.565264 	 550.018 	
-266.522 	-0.563946 	 550.018 	
-265.473 	-0.562724 	 550.016 	
-264.538 	-0.561505 	 550.016 	
-263.585 	-0.560283 	 550.012 	
-262.485 	-0.559033 	 550.015 	
-261.502 	-0.557693 	 550.015 	
-260.469 	-0.556415 	 550.015 	
-259.552 	-0.555173 	 550.019 	
-258.503 	-0.553845 	 550.018 	
-257.472 	-0.552537 	 550.022 	
-256.441 	-0.551304 	 550.022 	
-255.476 	-0.550034 	 550.016 	
-254.49 	-0.54873 	 550.02 	
-253.556 	-0.547433 	 550.02 	
-252.459 	-0.546171 	 550.021 	
-251.458 	-0.544812 	 550.023 	
-250.445 	-0.543549 	 550.018 	
-249.528 	-0.542282 	 550.021 	
-248.584 	-0.540932 	 550.019 	
-247.445 	-0.539597 	 550.013 	
-246.442 	-0.538237 	 550.013 	
-245.498 	-0.53698 	 550.011 	
-244.473 	-0.535766 	 550.011 	
-243.523 	-0.534451 	 550.011 	
-242.678 	-0.533338 	 550.019 	
-241.851 	-0.532174 	 550.017 	
-240.52 	-0.5304 	 550.014 	
-239.472 	-0.529071 	 550.016 	
-238.561 	-0.527749 	 550.017 	
-237.527 	-0.52636 	 550.018 	
-236.49 	-0.525071 	 550.018 	
-235.522 	-0.523744 	 550.016 	
-234.515 	-0.522392 	 550.019 	
-233.478 	-0.521046 	 550.018 	
-232.454 	-0.519698 	 550.016 	
-231.501 	-0.518278 	 550.012 	
-230.539 	-0.516841 	 550.011 	
-229.499 	-0.515579 	 550.014 	
-228.465 	-0.514149 	 550.015 	
-227.53 	-0.512829 	 550.011 	
-226.466 	-0.511429 	 550.017 	
-225.484 	-0.510051 	 550.017 	
-224.516 	-0.508745 	 550.019 	
-223.578 	-0.507356 	 550.02 	
-222.499 	-0.505842 	 550.015 	
-221.471 	-0.504567 	 550.013 	
-220.524 	-0.503255 	 550.014 	
-219.493 	-0.501784 	 550.021 	
-218.519 	-0.500544 	 550.02 	
-217.573 	-0.499111 	 550.018 	
-216.449 	-0.497605 	 550.015 	
-215.571 	-0.496242 	 550.015 	
-214.477 	-0.494845 	 550.016 	
-213.569 	-0.493438 	 550.015 	
-212.532 	-0.49198 	 550.012 	
-211.528 	-0.490513 	 550.016 	
-210.543 	-0.489079 	 550.017 	
-209.53 	-0.487646 	 550.013 	
-208.529 	-0.486349 	 550.011 	
-207.474 	-0.48492 	 550.009 	
-206.551 	-0.483674 	 550.008 	
-205.832 	-0.482566 	 550.007 	
-204.6 	-0.480832 	 550.013 	
-203.423 	-0.479144 	 550.011 	
-202.542 	-0.477773 	 550.012 	
-201.457 	-0.476256 	 550.013 	
-200.486 	-0.474874 	 550.013 	
-199.479 	-0.473386 	 550.011 	
-198.502 	-0.471973 	 550.01 	
-197.475 	-0.470477 	 550.013 	
-196.438 	-0.469066 	 550.011 	
-195.464 	-0.467529 	 550.011 	
-194.418 	-0.466148 	 550.012 	
-193.483 	-0.464747 	 550.013 	
-192.518 	-0.463319 	 550.015 	
-191.451 	-0.461806 	 550.012 	
-190.486 	-0.460441 	 550.012 	
-189.492 	-0.458943 	 550.013 	
-188.533 	-0.457501 	 550.009 	
-187.517 	-0.455965 	 550.01 	
-186.459 	-0.454485 	 550.007 	
-185.554 	-0.453124 	 550.01 	
-184.514 	-0.451544 	 550.011 	
-183.525 	-0.450085 	 550.009 	
-182.537 	-0.448638 	 550.008 	
-181.491 	-0.447018 	 550.013 	
-180.538 	-0.445492 	 550.012 	
-179.543 	-0.444056 	 550.012 	
-178.503 	-0.442549 	 550.013 	
-177.547 	-0.440945 	 550.012 	
-176.48 	-0.439555 	 550.013 	
-175.513 	-0.438156 	 550.007 	
-174.569 	-0.436619 	 550.008 	
-173.4 	-0.435025 	 550.011 	
-172.522 	-0.433539 	 550.008 	
-171.512 	-0.431952 	 550.008 	
-170.691 	-0.430608 	 550.003 	
-169.843 	-0.42941 	 550.004 	
-168.65 	-0.427517 	 550.005 	
-167.515 	-0.425809 	 550.005 	
-166.454 	-0.424347 	 550.004 	
-165.522 	-0.422751 	 550.004 	
-164.515 	-0.421193 	 550.006 	
-163.544 	-0.419667 	 550.004 	
-162.433 	-0.418036 	 550.005 	
-161.546 	-0.416493 	 550.009 	
-160.488 	-0.414882 	 550.012 	
-159.556 	-0.413281 	 550.015 	
-158.585 	-0.411734 	 550.012 	
-157.497 	-0.410171 	 550.013 	
-156.499 	-0.408453 	 550.01 	
-155.495 	-0.406967 	 550.01 	
-154.516 	-0.405388 	 550.011 	
-153.509 	-0.403851 	 550.013 	
-152.451 	-0.40218 	 550.013 	
-151.564 	-0.400566 	 550.015 	
-150.464 	-0.399022 	 550.011 	
-149.493 	-0.397416 	 550.011 	
-148.382 	-0.395695 	 550.014 	
-147.561 	-0.394219 	 550.014 	
-146.515 	-0.392647 	 550.013 	
-145.502 	-0.391036 	 550.012 	
-144.537 	-0.389314 	 550.012 	
-143.5 	-0.387678 	 550.017 	
-142.517 	-0.3861 	 550.016 	
-141.477 	-0.384373 	 550.012 	
-140.498 	-0.382891 	 550.012 	
-139.497 	-0.381124 	 550.012 	
-138.568 	-0.379567 	 550.013 	
-137.531 	-0.377933 	 550.018 	
-136.5 	-0.376117 	 550.018 	
-135.451 	-0.374465 	 550.01 	
-134.516 	-0.372934 	 550.01 	
-133.608 	-0.371217 	 550.007 	
-132.59 	-0.369643 	 550.011 	
-131.813 	-0.368329 	 550.012 	
-130.636 	-0.366473 	 550.011 	
-129.584 	-0.364403 	 550.011 	
-128.508 	-0.362782 	 550.016 	
-127.367 	-0.361074 	 550.011 	
-126.563 	-0.359428 	 550.012 	
-125.485 	-0.35764 	 550.012 	
-124.556 	-0.355924 	 550.01 	
-123.495 	-0.354149 	 550.01 	
-122.614 	-0.352564 	 550.005 	
-121.547 	-0.350813 	 550.005 	
-120.546 	-0.348994 	 550.004 	
-119.426 	-0.347265 	 550.004 	
-118.59 	-0.345566 	 550.006 	
-117.553 	-0.343875 	 550.008 	
-116.549 	-0.34219 	 550.008 	
-115.554 	-0.340466 	 550.005 	
-114.589 	-0.338623 	 550.006 	
-113.561 	-0.336807 	 550.006 	
-112.384 	-0.335036 	 550.008 	
-111.536 	-0.333426 	 550.006 	
-110.502 	-0.331625 	 550.002 	
-109.513 	-0.329892 	 550 	
-108.548 	-0.328145 	 549.999 	
-107.496 	-0.326345 	 550.003 	
-106.498 	-0.324551 	 550.002 	
-105.477 	-0.322766 	 550.002 	
-104.461 	-0.32098 	 550.002 	
-103.475 	-0.319146 	 550.001 	
-102.537 	-0.317422 	 549.997 	
-101.536 	-0.315591 	 550 	
-100.496 	-0.313684 	 550.001 	
-99.5134 	-0.311963 	 550 	
-98.4436 	-0.310067 	 550 	
-97.5057 	-0.308357 	 550.001 	
-96.5767 	-0.306582 	 550 	
-95.7976 	-0.305277 	 550.001 	
-94.7188 	-0.303195 	 550.004 	
-93.5861 	-0.301013 	 550.003 	
-92.4355 	-0.299146 	 550.005 	
-91.5575 	-0.297306 	 550.006 	
-90.5896 	-0.295532 	 550.006 	
-89.5198 	-0.293479 	 550 	
-88.5489 	-0.291662 	 550 	
-87.4581 	-0.289785 	 549.999 	
-86.5262 	-0.287942 	 550 	
-85.5104 	-0.286116 	 550.004 	
-84.5305 	-0.284158 	 550.002 	
-83.4937 	-0.282358 	 550.003 	
-82.5168 	-0.280319 	 550.002 	
-81.4889 	-0.278485 	 550.004 	
-80.4791 	-0.27663 	 550.001 	
-79.5801 	-0.274715 	 550.005 	
-78.5523 	-0.272793 	 550.003 	
-77.5095 	-0.27095 	 550.011 	
-76.5026 	-0.269053 	 550.012 	
-75.5018 	-0.267038 	 550.005 	
-74.426 	-0.265107 	 550.006 	
-73.566 	-0.263231 	 550.006 	
-72.5292 	-0.261298 	 550.006 	
-71.5163 	-0.259218 	 550.002 	
-70.5395 	-0.257389 	 550.001 	
-69.4847 	-0.255342 	 549.998 	
-68.5857 	-0.253439 	 549.999 	
-67.5069 	-0.251516 	 549.999 	
-66.4911 	-0.249499 	 549.996 	
-65.5322 	-0.24752 	 549.995 	
-64.5493 	-0.245437 	 549.997 	
-63.4615 	-0.243426 	 549.995 	
-62.4217 	-0.241181 	 549.998 	
-61.5437 	-0.239406 	 549.999 	
-60.5399 	-0.237415 	 549.998 	
-59.7398 	-0.235913 	 549.997 	
-58.8348 	-0.234092 	 549.999 	
-57.5553 	-0.231317 	 550 	
-56.5125 	-0.229366 	 549.996 	
-55.5775 	-0.227248 	 549.998 	
-54.5767 	-0.225211 	 549.998 	
-53.4859 	-0.223139 	 549.998 	
-52.548 	-0.221002 	 550 	
-51.4962 	-0.219022 	 550.001 	
-50.5163 	-0.216952 	 550.001 	
-49.4585 	-0.214903 	 549.996 	
-48.4906 	-0.212808 	 550 	
-47.5976 	-0.21079 	 550 	
-46.5189 	-0.208556 	 549.999 	
-45.512 	-0.206468 	 549.998 	
-44.4752 	-0.204426 	 550.002 	
-43.5343 	-0.202437 	 550.003 	
-42.4765 	-0.20019 	 550.003 	
-41.5356 	-0.198165 	 550 	
-40.5857 	-0.196085 	 549.999 	
-39.5548 	-0.193832 	 549.999 	
-38.4851 	-0.191686 	 550.004 	
-37.5351 	-0.18968 	 550.004 	
-36.5433 	-0.187482 	 550.005 	
-35.4495 	-0.185261 	 550.005 	
-34.4996 	-0.183214 	 550.013 	
-33.5827 	-0.181106 	 550.013 	
-32.5099 	-0.178823 	 550.012 	
-31.563 	-0.176624 	 550.011 	
-30.4992 	-0.174476 	 550.009 	
-29.5013 	-0.172193 	 550.009 	
-28.5574 	-0.170083 	 550.008 	
-27.4816 	-0.167763 	 550.011 	
-26.5107 	-0.165623 	 550.011 	
-25.5848 	-0.163389 	 550.012 	
-24.506 	-0.161233 	 550.008 	
-23.4932 	-0.158983 	 550.01 	
-22.8669 	-0.157588 	 550.012 	
-21.7192 	-0.154988 	 550.009 	
-20.5086 	-0.152215 	 550.008 	
-19.4598 	-0.150018 	 550.008 	
-18.6297 	-0.147908 	 550.008 	
-17.521 	-0.145537 	 550.003 	
-16.5141 	-0.14332 	 550.005 	
-15.5283 	-0.140971 	 550.005 	
-14.4645 	-0.13872 	 550.005 	
-13.5595 	-0.136532 	 550.005 	
-12.4867 	-0.133998 	 550 	
-11.5548 	-0.131821 	 550.003 	
-10.4161 	-0.129423 	 550.002 	
-9.56208 	-0.127299 	 550.007 	
-8.52227 	-0.124734 	 550.007 	
-7.50343 	-0.122378 	 550.005 	
-6.54752 	-0.120106 	 550.001 	
-5.53168 	-0.117819 	 549.999 	
-4.49187 	-0.115392 	 549.997 	
-3.51199 	-0.112926 	 550 	
-2.57106 	-0.110713 	 549.999 	
-1.53724 	-0.108246 	 549.998 	
-0.503425 	-0.105798 	 549.999 	
 0.491027 	-0.103393 	 550 	
 1.48506 	-0.101041 	 550.002 	
 2.44016 	-0.0985794 	 550.003 	
 3.46713 	-0.0961087 	 550.006 	
 4.52104 	-0.0938765 	 550.005 	
 5.48213 	-0.0914443 	 550.006 	
 6.47916 	-0.0890274 	 549.994 	
 7.44624 	-0.0865922 	 549.997 	
 8.51213 	-0.0841907 	 550 	
 9.50616 	-0.0818134 	 550 	
 10.5062 	-0.0793659 	 550.004 	
 11.4313 	-0.0769674 	 550 	
 12.4583 	-0.0745516 	 550.002 	
 13.2727 	-0.0726708 	 550 	
 14.135 	-0.0704296 	 550 	
 15.4584 	-0.0672655 	 550.003 	
 16.4763 	-0.0648538 	 549.996 	
 17.5362 	-0.0623551 	 549.999 	
 18.4554 	-0.0599274 	 550.003 	
 19.4644 	-0.0575714 	 549.999 	
 20.4195 	-0.0549512 	 550 	
 21.4345 	-0.0524969 	 549.997 	
 22.4555 	-0.0499776 	 549.997 	
 23.4765 	-0.0476501 	 549.994 	
 24.4555 	-0.0450841 	 549.996 	
 25.5514 	-0.0425991 	 550.002 	
 26.4107 	-0.0402993 	 550.001 	
 27.5125 	-0.0378192 	 550 	
 28.5245 	-0.0351874 	 550.004 	
 29.4706 	-0.0327302 	 550.003 	
 30.4317 	-0.0303327 	 550.003 	
 31.3988 	-0.0279577 	 550.004 	
 32.5455 	-0.0254235 	 550.004 	
 33.4497 	-0.0228354 	 550.006 	
 34.4916 	-0.0204555 	 550.003 	
 35.4827 	-0.0179796 	 550.007 	
 36.5575 	-0.0153305 	 550.002 	
 37.4767 	-0.0128714 	 550.001 	
 38.4707 	-0.0102605 	 550.002 	
 39.4468 	-0.00799056 	 550.005 	
 40.5067 	-0.00547649 	 550.005 	
 41.4439 	-0.00278223 	 550.005 	
 42.4648 	-0.0004747 	 550.005 	
 43.381 	 0.00208479 	 550.002 	
 44.4349 	 0.00452036 	 549.998 	
 45.5038 	 0.00712976 	 549.998 	
 46.435 	 0.00961673 	 550.001 	
 47.423 	 0.0121267 	 550 	
 48.4949 	 0.0148625 	 549.999 	
 49.3392 	 0.0169449 	 550.006 	
 50.1626 	 0.0189627 	 550.007 	
 51.3273 	 0.0219149 	 550.013 	
 52.4111 	 0.024743 	 550.011 	
 53.5429 	 0.0273807 	 550.017 	
 54.4531 	 0.0298194 	 550.014 	
 55.4261 	 0.0324187 	 550.013 	
 56.4591 	 0.0348339 	 550.006 	
 57.498 	 0.0372856 	 550.007 	
 58.4172 	 0.0399667 	 550.011 	
 59.4951 	 0.0425576 	 550.008 	
 60.4382 	 0.0447788 	 550.01 	
 61.4412 	 0.0475155 	 550.007 	
 62.4442 	 0.050057 	 550.009 	
 63.546 	 0.052644 	 550.009 	
 64.4772 	 0.0549988 	 550.008 	
 65.4173 	 0.0574955 	 550.007 	
 66.5341 	 0.0602365 	 550.007 	
 67.4144 	 0.0626786 	 550.003 	
 68.4503 	 0.0652772 	 550.003 	
 69.4773 	 0.0677957 	 550.007 	
 70.4713 	 0.0703835 	 550.006 	
 71.4594 	 0.0728323 	 550.01 	
 72.5402 	 0.0754339 	 550.005 	
 73.4444 	 0.077969 	 550.005 	
 74.4654 	 0.0805388 	 550.005 	
 75.3936 	 0.0831196 	 550.005 	
 76.5193 	 0.0856851 	 550.003 	
 77.5014 	 0.08827 	 550.004 	
 78.3906 	 0.0908052 	 550.005 	
 79.4026 	 0.0932993 	 550.001 	
 80.4895 	 0.0957717 	 550.001 	
 81.5314 	 0.098417 	 550.006 	
 82.4805 	 0.100971 	 550.006 	
 83.4147 	 0.103492 	 550.007 	
 84.4776 	 0.105928 	 550.005 	
 85.4536 	 0.108462 	 550.006 	
 86.4926 	 0.110974 	 550.005 	
 87.1782 	 0.11292 	 550.014 	
 88.1453 	 0.11515 	 550.014 	
 89.4567 	 0.11867 	 550.01 	
 90.4926 	 0.121149 	 550.011 	
 91.4507 	 0.123686 	 550.007 	
 92.4418 	 0.126138 	 550.015 	
 93.6124 	 0.128738 	 550.015 	
 94.2951 	 0.131124 	 550.007 	
 95.4688 	 0.133802 	 550.006 	
 96.4838 	 0.136364 	 550.004 	
 97.5107 	 0.138935 	 550.008 	
 98.5287 	 0.141513 	 550.009 	
 99.3371 	 0.143889 	 550.012 	
 100.514 	 0.146452 	 550.01 	
 101.406 	 0.149025 	 550.01 	
 102.523 	 0.151512 	 550.008 	
 103.49 	 0.154047 	 550.008 	
 104.478 	 0.156555 	 550.009 	
 105.49 	 0.159097 	 550.01 	
 106.463 	 0.16175 	 550.009 	
 107.499 	 0.164307 	 550.011 	
 108.484 	 0.166782 	 550.013 	
 109.478 	 0.169416 	 550.01 	
 110.508 	 0.171963 	 550.011 	
 111.466 	 0.174336 	 550.012 	
 112.394 	 0.176709 	 550.007 	
 113.505 	 0.179407 	 550.009 	
 114.436 	 0.18205 	 549.999 	
 115.538 	 0.184509 	 550.001 	
 116.421 	 0.187038 	 550.003 	
 117.541 	 0.18955 	 550 	
 118.432 	 0.192045 	 550 	
 119.46 	 0.194632 	 550 	
 120.475 	 0.197113 	 550 	
 121.412 	 0.199766 	 549.999 	
 122.492 	 0.202299 	 549.999 	
 123.308 	 0.204479 	 549.995 	
 124.188 	 0.206456 	 549.995 	
 125.4 	 0.209583 	 549.999 	
 126.402 	 0.212315 	 549.998 	
 127.492 	 0.21485 	 550 	
 128.585 	 0.217274 	 549.997 	
 129.457 	 0.219776 	 549.997 	
 130.481 	 0.222237 	 549.997 	
 131.477 	 0.224795 	 549.996 	
 132.472 	 0.227293 	 549.994 	
 133.422 	 0.229715 	 550 	
 134.371 	 0.232244 	 550 	
 135.565 	 0.234779 	 550.003 	
 136.522 	 0.237198 	 550.002 	
 137.478 	 0.23982 	 550.004 	
 138.467 	 0.242161 	 550.002 	
 139.543 	 0.244751 	 550.003 	
 140.441 	 0.247145 	 549.999 	
 141.317 	 0.249691 	 549.998 	
 142.736 	 0.252267 	 549.998 	
 143.368 	 0.254277 	 550.003 	
 144.253 	 0.256879 	 550.003 	
 145.679 	 0.259843 	 550.003 	
 146.402 	 0.26236 	 550.006 	
 147.524 	 0.264591 	 550.007 	
 148.301 	 0.26685 	 550.007 	
 149.419 	 0.269544 	 550.006 	
 150.453 	 0.271929 	 550.008 	
 151.551 	 0.274292 	 550.009 	
 152.428 	 0.276762 	 550.007 	
 153.434 	 0.279192 	 550.004 	
 154.489 	 0.281621 	 550.004 	
 155.479 	 0.283972 	 550.006 	
 156.473 	 0.286518 	 550.003 	
 157.263 	 0.288956 	 550 	
 158.495 	 0.291311 	 550.008 	
 159.786 	 0.293698 	 550.006 	
 160.554 	 0.29566 	 550.008 	
 161.444 	 0.298131 	 550.003 	
 162.203 	 0.301104 	 550.004 	
 163.57 	 0.303702 	 550.001 	
 164.386 	 0.306026 	 550.005 	
 165.353 	 0.3084 	 550.002 	
 166.524 	 0.310924 	 550.006 	
 167.566 	 0.313447 	 550.008 	
 168.472 	 0.315827 	 550.011 	
 169.337 	 0.318147 	 550.011 	
 170.53 	 0.320763 	 550.007 	
 171.478 	 0.323028 	 550.009 	
 172.756 	 0.325501 	 550.01 	
 173.294 	 0.327571 	 550.013 	
 174.675 	 0.330342 	 550.013 	
 175.352 	 0.332225 	 550.013 	
 176.572 	 0.334495 	 550.011 	
 177.291 	 0.336914 	 550.01 	
 178.256 	 0.339473 	 550.011 	
 179.654 	 0.342365 	 550.011 	
 180.544 	 0.344494 	 550.011 	
 181.41 	 0.346846 	 550.011 	
 182.333 	 0.349395 	 550.01 	
 183.484 	 0.351596 	 550.011 	
 184.333 	 0.353959 	 550.008 	
 185.545 	 0.356683 	 550.011 	
 186.455 	 0.358854 	 550.009 	
 187.418 	 0.361139 	 550.009 	
 188.717 	 0.363563 	 550.005 	
 189.596 	 0.366012 	 550.005 	
 190.105 	 0.368144 	 550.003 	
 191.325 	 0.370485 	 550.003 	
 192.295 	 0.372964 	 550.002 	
 193.626 	 0.375313 	 550.007 	
 194.31 	 0.377584 	 550.007 	
 195.598 	 0.380002 	 550.009 	
 196.568 	 0.382069 	 550.008 	
 197.045 	 0.383831 	 550.01 	
 198.251 	 0.386712 	 550.014 	
 199.391 	 0.389336 	 550.015 	
 200.539 	 0.391726 	 550.012 	
 201.343 	 0.393948 	 550.017 	
 202.623 	 0.396205 	 550.017 	
 203.469 	 0.398583 	 550.017 	
 204.397 	 0.400775 	 550.014 	
 205.544 	 0.403349 	 550.017 	
 206.481 	 0.405287 	 550.013 	
 207.373 	 0.407386 	 550.012 	
 208.39 	 0.409983 	 550.014 	
 209.57 	 0.412425 	 550.016 	
 210.345 	 0.414522 	 550.014 	
 211.517 	 0.416885 	 550.016 	
 212.436 	 0.41899 	 550.017 	
 213.486 	 0.421262 	 550.014 	
 214.398 	 0.423461 	 550.009 	
 215.466 	 0.42575 	 550.009 	
 216.442 	 0.427971 	 550.013 	
 217.432 	 0.430131 	 550.012 	
 218.399 	 0.432398 	 550.013 	
 219.529 	 0.434616 	 550.013 	
 220.411 	 0.436958 	 550.012 	
 221.435 	 0.439118 	 550.011 	
 222.407 	 0.441374 	 550.012 	
 223.571 	 0.443573 	 550.012 	
 224.44 	 0.445707 	 550.013 	
 225.431 	 0.447997 	 550.014 	
 226.42 	 0.450131 	 550.014 	
 227.468 	 0.452267 	 550.016 	
 228.489 	 0.45468 	 550.016 	
 229.434 	 0.456755 	 550.016 	
 230.477 	 0.459023 	 550.016 	
 231.399 	 0.461205 	 550.016 	
 232.429 	 0.463435 	 550.013 	
 233.377 	 0.465562 	 550.014 	
 234.223 	 0.467258 	 550.013 	
 235.157 	 0.469325 	 550.013 	
 236.44 	 0.472021 	 550.01 	
 237.459 	 0.474122 	 550.012 	
 238.518 	 0.476375 	 550.011 	
 239.464 	 0.478502 	 550.014 	
 240.521 	 0.48065 	 550.014 	
 241.465 	 0.482714 	 550.019 	
 242.489 	 0.484828 	 550.018 	
 243.489 	 0.487082 	 550.017 	
 244.316 	 0.489054 	 550.019 	
 245.569 	 0.491315 	 550.019 	
 246.424 	 0.493383 	 550.014 	
 247.443 	 0.495424 	 550.015 	
 248.491 	 0.497567 	 550.014 	
 249.524 	 0.499685 	 550.014 	
 250.443 	 0.501653 	 550.015 	
 251.467 	 0.503814 	 550.012 	
 252.44 	 0.505832 	 550.013 	
 253.451 	 0.50789 	 550.013 	
 254.491 	 0.510046 	 550.011 	
 255.508 	 0.512186 	 550.01 	
 256.412 	 0.51407 	 550.011 	
 257.424 	 0.516151 	 550.013 	
 258.449 	 0.518213 	 550.011 	
 259.407 	 0.520217 	 550.012 	
 260.454 	 0.522226 	 550.012 	
 261.505 	 0.524401 	 550.013 	
 262.472 	 0.526548 	 550.016 	
 263.449 	 0.528387 	 550.018 	
 264.446 	 0.530537 	 550.015 	
 265.392 	 0.532535 	 550.011 	
 266.497 	 0.534593 	 550.011 	
 267.566 	 0.53657 	 550.021 	
 268.425 	 0.538476 	 550.02 	
 269.445 	 0.540453 	 550.012 	
 270.508 	 0.542374 	 550.012 	
 271.065 	 0.543877 	 550.013 	
 272.366 	 0.546355 	 550.007 	
 273.463 	 0.548502 	 550.007 	
 274.451 	 0.550565 	 550.012 	
 275.483 	 0.552665 	 550.01 	
 276.447 	 0.554492 	 550.01 	
 277.526 	 0.556514 	 550.009 	
 278.387 	 0.558338 	 550.016 	
 279.484 	 0.560391 	 550.016 	
 280.486 	 0.562439 	 550.016 	
 281.487 	 0.564303 	 550.015 	
 282.457 	 0.566195 	 550.014 	
 283.426 	 0.568124 	 550.015 	
 284.445 	 0.570041 	 550.015 	
 285.432 	 0.571898 	 550.018 	
 286.487 	 0.573817 	 550.016 	
 287.516 	 0.575842 	 550.019 	
 288.412 	 0.577646 	 550.017 	
 289.394 	 0.579558 	 550.017 	
 290.388 	 0.58145 	 550.015 	
 291.505 	 0.583422 	 550.019 	
 292.445 	 0.58528 	 550.019 	
 293.453 	 0.587103 	 550.019 	
 294.472 	 0.589009 	 550.017 	
 295.475 	 0.590854 	 550.015 	
 296.445 	 0.592736 	 550.017 	
 297.389 	 0.594605 	 550.015 	
 298.499 	 0.596446 	 550.017 	

	
	
